threshold,accuracy,coverage,f1
0.5,0.8285371702637889,21.539256198347108,0.8703535811423391
0.55,0.8408723747980614,15.986570247933884,0.8816816816816817
0.6,0.854006586169045,11.763946280991735,0.8958496476115897
0.65,0.8758064516129033,8.006198347107437,0.9149171270718232
0.7,0.900709219858156,5.462293388429752,0.934984520123839
