Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2015-01-01,56.39250564575195,56.676969574331466,55.35809709957985,55.935642923447396,2893002
2015-01-02,55.54773712158203,56.53904394999808,55.37964337311476,56.108039093925534,6142290
2015-01-05,55.65549087524414,55.98305649228333,55.2805185469295,55.599462250855915,6566232
2015-01-06,55.09518814086914,56.487329171073725,54.306450804282484,56.23734499143324,13121010
2015-01-07,55.59516143798828,55.97444280562371,54.909863272187415,54.909863272187415,7856364
2015-01-08,58.40961456298828,58.78027796117379,55.94427186933689,55.94427186933689,16840194
2015-01-09,58.560455322265625,59.30609098567837,57.96998252523193,58.961289438781805,10079154
2015-01-12,58.306148529052734,59.04747503564467,57.95272909772838,59.04747503564467,3867444
2015-01-13,57.715694427490234,59.5646983600136,57.194181104874296,58.65097279946046,5972538
2015-01-14,56.17700958251953,58.2673757013868,55.93564730643642,58.2673757013868,7112274
2015-01-15,57.146751403808594,57.59930504940126,55.97442011854209,56.47007542665227,11808276
2015-01-16,56.832130432128906,58.00446199932582,56.51318673389771,57.17262299382375,7147248
2015-01-19,55.61670684814453,56.98299016465677,55.40120635351587,56.82782728311229,6617304
2015-01-20,55.827903747558594,56.37527892378711,55.44862236688768,55.707224563785786,4653270
2015-01-21,56.38819885253906,56.66404087916841,55.478778410006484,55.858063662844096,5534538
2015-01-22,56.638179779052734,56.892472945229436,55.59515321289988,56.46146804699248,4936338
2015-01-23,58.16393280029297,58.8190561189561,56.68127947454197,57.185552859766716,8706078
2015-01-27,59.65519332885742,59.896555546381336,56.96142020036662,58.521654676001724,11605284
2015-01-28,60.87926483154297,61.168033847508084,59.0474967499749,59.379371390766174,11438976
2015-01-29,63.258399963378906,63.59458356623129,60.99132204145691,61.31026181712683,19402494
2015-01-30,64.5514144897461,65.79270573907768,63.01273231272166,63.573034403675386,14754744
2015-02-02,64.5341567993164,66.14179806157586,63.38768719151933,64.30572546352317,10153596
2015-02-03,62.70241165161133,65.20223423624368,62.43950046692133,64.56435065034793,9786834
