Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2015-01-01,79.63380432128906,80.6400580573893,79.43814046055546,80.61210315267239,1478980
2015-01-02,80.72392272949219,81.05934068388333,79.6617641678963,79.6617641678963,2383093
2015-01-05,80.50029754638672,81.00342440605164,79.9692209005419,80.80776566665008,2197057
2015-01-06,77.81695556640625,80.77981208237932,77.28587891188337,80.22078564121982,5923512
2015-01-07,79.689697265625,79.94126067872385,77.90080358961227,78.54368957355514,5848555
2015-01-08,81.03138732910156,81.22705121829537,80.05308835542016,80.10898793684247,7564225
2015-01-09,78.40393829345703,81.33884507449552,77.98466589616582,81.14318632845004,3778993
2015-01-12,78.26416015625,79.04680518691941,77.42561556486851,78.82319158986101,3190536
2015-01-13,77.67721557617188,78.45986097595011,77.20204349566986,77.84492457354258,4515434
2015-01-14,77.00636291503906,78.40393929658121,76.69889989847256,78.0964711619434,2736211
2015-01-15,77.81695556640625,78.57164586823562,77.36973338986442,78.18032326496704,7016253
2015-01-16,78.48779296875,79.27043307295595,77.34178004060418,77.50948899993912,6225934
2015-01-19,79.24249267578125,79.88537880210255,78.18033410143994,78.76731552866795,5186906
2015-01-20,79.85741424560547,80.22078706870343,79.43814184823954,79.80151467133751,6449028
2015-01-21,80.22077941894531,80.5841470893217,79.54994364712994,80.08102026046018,6947634
2015-01-22,78.3759994506836,80.33260253857051,77.90082229470981,80.22079825637103,6729064
2015-01-23,79.32634735107422,79.4940563306748,78.51575224364746,79.15863837147363,9045246
2015-01-27,80.02513122558594,80.33259938716267,78.65550962960187,79.66176348413835,17981989
2015-01-28,79.85741424560547,81.03137695823004,79.13067883555203,79.94126872507864,6764469
2015-01-29,79.29839324951172,79.77356525383314,78.87912082330365,79.77356525383314,17553748
2015-01-30,80.30463409423828,82.40099588648197,79.43813447473038,79.82945704863945,22309884
2015-02-02,79.41020965576172,80.75188162460246,79.13069636827736,80.75188162460246,10364854
2015-02-03,80.50029754638672,80.94751971562073,79.46609404087698,79.63380299409862,7781553
2015-02-04,80.2474136352539,80.97795903176302,79.82594612666539,80.47219802145679,4036543
2015-02-05,78.75824737548828,80.41602172559826,78.14009658242095,79.91026058266996,6143088
2015-02-06,78.67394256591797,79.0954101245655,77.7186178146061,78.75823607764748,5976495
2015-02-09,77.99958801269531,78.89872044497268,77.6062217537786,78.11198278227201,3114468
2015-02-10,77.07235717773438,78.84252072503277,76.84757793497296,77.5500220721198,4506774
2015-02-11,78.75824737548828,79.23591239209891,76.87569372510022,76.98808337523926,3522442
2015-02-12,79.85404968261719,80.16312759932296,78.70204181509732,78.98301846536869,5162803
2015-02-13,80.50029754638672,80.75317806223924,79.5730689882608,79.8540456242523,3614205
2015-02-16,80.9217758178711,81.28704600764857,79.91025362014771,79.91025362014771,1945558
2015-02-18,82.07378387451172,83.0572047429856,80.69698642686006,80.94986696073066,4976054
2015-02-19,82.41095733642578,82.72003011239069,79.79785850492333,82.1580768043449,3709054
2015-02-20,81.8489990234375,82.80432376464259,80.97796779307014,82.27046657762615,3178180
2015-02-23,82.07378387451172,82.49525143096271,81.0903578611702,81.84899946278198,6031716
2015-02-24,82.38287353515625,83.84396479351544,82.04569942089931,82.18619035012927,5885637
2015-02-25,82.07378387451172,83.50677356644508,81.82090334064112,82.60764106439376,7538304
2015-02-26,86.17606353759766,87.0190037843813,81.9051957844679,82.66383737619238,25489447
2015-02-27,89.04205322265625,89.63210782841442,85.41742692813108,85.97938541047576,12085627
2015-03-02,89.63211059570312,89.91308212824835,87.4966713837848,87.66525841920635,7853508
2015-03-03,89.18253326416016,89.91307358499458,88.73296444917393,89.63210207914638,5796930
2015-03-04,88.5081787109375,89.80068252837374,87.52475793294964,89.35111374627976,4580594
2015-03-05,88.87347412109375,89.1825469408189,87.21569464957797,87.80574930797658,4307704
2015-03-09,85.30503845214844,88.84536613494511,85.08025402717362,88.50819206991686,3058852
2015-03-10,84.26541137695312,86.14796466278219,83.73154906622193,86.14796466278219,3849673
2015-03-11,86.40084838867188,86.96280169624744,82.38285600068184,84.01253396930673,4759294
2015-03-12,89.74449920654297,92.58238795937984,85.97939200612171,86.54134538670706,23732349
2015-03-13,89.60401153564453,90.64363504295356,89.12635168675263,90.08167138453642,16271358
2015-03-16,87.58096313476562,89.63210878759638,86.9347162752648,89.51971400300394,12014666
2015-03-17,88.70487976074219,89.0701448021856,87.2718899942321,87.72144855135257,6403596
2015-03-18,85.7826919555664,89.54780355989058,84.96785302574733,88.78916201501784,19386136
2015-03-19,86.96281433105469,87.58097026201418,84.3778163929511,86.26037002209345,24922042
2015-03-20,81.76471710205078,83.33819790900512,80.19123629509643,80.80939222543654,20606029
2015-03-23,84.37779235839844,84.57447547411506,81.59610689603365,81.59610689603365,8907972
2015-03-24,85.810791015625,86.20416243399232,84.06872347127536,84.2935078738949,7701613
