Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2015-01-01,988.8798828125,997.2126300750976,987.112307370792,997.2126300750976,366830
2015-01-02,1002.0486450195312,1006.5160933654429,990.8412336831685,990.9965852539608,925740
2015-01-05,986.8207397460938,1009.9931679545936,980.7605094895238,1002.6510498118956,1754242
2015-01-06,950.4400634765625,982.4891528687895,947.8760983882887,982.4891528687895,2423784
2015-01-07,939.2131958007812,963.0848946002803,935.2313388907492,959.5303968565164,2636332
2015-01-08,949.3524780273438,951.3725232159867,940.3204604018755,948.8085576950808,1565408
2015-01-09,975.9631958007812,978.9155411339699,951.7612479557365,953.7036178495238,3197642
2015-01-12,974.9530029296875,982.0620948155162,963.5124646622563,977.788881586493,1596006
2015-01-13,970.368896484375,982.9942979690987,963.4541370834717,978.9542074308906,1468432
2015-01-14,979.7115478515625,983.5380529797906,971.3788032409199,977.4001475521512,1787096
2015-01-15,986.3742065429688,1002.9425819379693,980.2168567347657,984.0044776019662,5009920
2015-01-16,983.6739501953125,988.6658767436653,965.0855347225889,988.1608418067428,5293830
2015-01-19,975.4578247070312,990.9967785056299,972.3500339473114,985.1696708311554,1135074
2015-01-20,971.3593139648438,982.8387339563789,964.6775834376197,978.9539958774999,2058566
2015-01-21,976.5458984375,979.7313660676782,966.6203693964711,979.7313660676782,2310480
2015-01-22,976.448974609375,979.4402058481661,969.4369989862562,977.59495409694,2113214
2015-01-23,972.583251953125,983.6353149621307,969.669697829015,976.6233424016548,3150380
2015-01-27,973.9263916015625,978.9671777449682,969.0607495650567,977.9356996460575,2738736
2015-01-28,988.5426025390625,990.6055583263004,974.257004337443,974.2959674788088,3121980
2015-01-29,990.508056640625,999.8695672770851,978.1493306841097,987.9195740987668,3734392
2015-01-30,966.1407470703125,1002.3216191311897,961.4502521374907,996.7553091913601,5817402
2015-02-02,978.6552734375,981.4773444223932,958.3558629175956,966.1214047592761,3181802
2015-02-03,995.8023071289062,998.4297538495631,975.8921377696472,977.6631554593955,2345054
2015-02-04,978.6947631835938,1001.0377543700517,973.9459153567105,999.5975432712862,2245418
2015-02-05,993.5249633789062,1008.8225582177473,980.5240081906294,980.9132594840754,4530168
2015-02-06,1002.6138305664062,1010.0290853186312,992.9215131949236,993.7583653056528,2136416
2015-02-09,978.1497802734375,1000.0257844250451,973.1284753534449,997.0674358471396,2076432
2015-02-10,950.2205200195312,983.3458348439086,947.0481607818821,977.0205029028048,3799054
2015-02-11,957.5191650390625,968.1652253306205,952.5951744659206,955.6313533909469,2937522
2015-02-12,958.395263671875,965.265607665812,952.4981431766851,965.265607665812,3107980
2015-02-13,988.2117309570312,991.7149926325068,957.6555041209399,961.4507042693716,4158326
2015-02-16,1006.1365356445312,1010.1068789368359,994.5368307065957,996.4830867353758,2364392
2015-02-18,1025.929931640625,1028.7909660971827,998.5266839881945,1006.2338770879516,2660014
2015-02-19,1043.602294921875,1046.0351157288244,1025.6772522098593,1026.0665035389713,2618002
2015-02-20,1041.4615478515625,1050.5116424286214,1028.4994579025215,1050.5116424286214,1801588
2015-02-23,1049.6746826171875,1059.5422429884882,1039.6904228590197,1039.6904228590197,1614892
